ID,PART,KEY,BPM,TITLE,ORIGIN,ARTIST,SEASON,YEAR,TYPE,NOTES
000772,"Verse, Prechorus, Chorus","C Major, A Major, A Major","138.66, 138.66, 138.66",Kenka,,,Summer,2023,Anime,
000773,,A Major,90,Tomoshibi,,,,2023,Anime,
000774,,F Major,75,Real Diamond,,,,2023,Anime,
000775,,C# Major,130,Hiten,,,,2023,Anime,
000776,"Intro, Intro Drop, Verse, Chorus","E Major, E Major, E Major, E Major","80, 85, 85, 85",Shine In The Sky,,,Spring,2023,Anime,
000777,,G# Major,84,Crack Crack Crackle,,,,2023,Anime,
000778,,F Major,72,Hengen Jizai,,,,2023,Anime,
000779,,A Major,82,Jekyll & Hyde,,,,2023,Anime,
000780,"Intro, Verse, Chorus","C# Major, E Major, G Major","77.5, 77.5, 77.5",IDEN TEI TEI MELTDOWN,,,,2023,Anime,
000781,,C# Major,70.5,Koimeguri,,,,2023,Anime,
000782,,F Major,114,Tetsu no Ori,,,,2023,Anime,
000783,"Verse, Chorus","C# Major, D# Major","72.5, 72.5",Mellow,Skip and Loafer,Keina Suda,Spring,2023,Anime,
000784,,B Major,85,innocent arrogance,,,,2023,Anime,
000785,"Verse, Chorus","G# Major, F Major","87.5, 87.5",escalate,,,,2023,Anime,
000786,,C Major,110,bloom,,,,2023,Anime,
000787,"Verse, Chorus","D Major, B Major","82, 82",NEW DRAMA PARADISE,,,,2023,Anime,
000788,,G Major,87,Happy End Princess,,,,2023,Anime,
000789,,C Major,130.5,Maihime,,,,2023,Anime,
000790,,A Major,97.5,It's My Soul,,,,2023,Anime,
000791,,C Major,76,Way to Go,,,,2023,Anime,
000792,,G Major,132,Gift (Oishi),,,,2023,Anime,
000793,,E Major,72,Kodoku no Saibou,,,,2023,Anime,
000794,,C# Major,83,Watashi ga Warau,,,,2023,Anime,
000795,,C Major,70,Nascent Sacrifice,,,,2023,Anime,
000796,,F# Major,96,FAKEit,,,,2023,Anime,
000797,,E Major,135,Hikari to Kaze,,,,2023,Anime,
000798,"Verse, Chorus, Verse 2, Bridge, Outro","D Major, D Major, D Major, D Major, D Major","96, 102, 99.5, 96, 96",Paradox,,Survive Said the Prophet,Spring,2023,Anime,
000799,"Verse, Chorus","F Major, D# Major","100, 100",MOTIVE RAIN,,,,2023,Anime,
000800,,G# Major,97.5,Hikari no Nai Machi,,,,2023,Anime,
000801,,F# Major,75,MY SADISTIC ADO,,,,2023,Anime,
000802,"Verse, Verse 2, Outro","A# Major, E Major, A# Major","74, 134, 77",Nisen-nen...,,,Fall,2023,Anime,
000803,"Verse, Chorus","D# Major, D Major","80, 80",Broken Games,,FZMZ,Fall,2023,Anime,
000804,,D Major,76.5,Space Cat Big Bang,,,,2023,Anime,
000805,"Verse, Chorus","C Major, D# Major","94, 94",Kura Kura,Spy x Family: Season 2,Ado,Fall,2023,Anime,
000806,,C Major,91,Kaibutsu,,,,2023,Anime,
000807,,A Major,134,Haruka,,,,2023,Anime,
000808,,C Major,96,TRUE STORY,,,,2023,Anime,
000809,,A Major,124,Never Fear,,,,2023,Anime,
000810,,A Major,96,Ai no Uta,,,,2023,Anime,
000811,,C Major,77.5,FROZEN MIDNIGHT,,,,2023,Anime,
000812,,A# Major,100,Evolution,,,,2023,Anime,
000813,"Intro, Verse, Prechorus, Chorus","G# Major, F Major, G# Major, G# Major","118, 118, 118, 118",Kimi to Revue,,,,2023,Anime,
000814,"Verse, Chorus","G Major, A Major","128, 128",LOVE INFINITY,,,,2023,Anime,
000815,,E Major,77.5,Saigo no Kyojin,,,,2023,Anime,
000816,,D Major,130,Naite Iinda,,,,2023,Anime,
000817,,G Major,90,Judgement,,,,2023,Anime,
000818,"Verse, Prechorus, Chorus","C Major, C Major, D Major","74, 80, 80",UNDER THE TREE,,SiM,,2023,Anime,
000819,,C Major,81,No Frontier,,,,2023,Anime,
000820,,G Major,114,Unraveling Love,,,,2023,Anime,
000821,,C Major,128,URL,,,,2023,Anime,
000822,,C# Major,91,Anthlopos,,,,2023,Anime,
000823,"Verse, Chorus","E Major, C# Major","132, 132",TRY-RY-RY,,,,2023,Anime,
000824,"Verse, Prechorus, Chorus","G# Major, B Major, G# Major","128, 128, 128",Scrap & Build,,,,2023,Anime,
000825,,A# Major,85,Kizuna no kiseki,,,,2023,Anime,
000826,,G# Major,76,Inochibi,,,,2023,Anime,
000827,,C Major,75.5,Entertainment,,,,2023,Anime,
000828,,G Major,96,R.I.P.,,,,2023,Anime,
000829,,F Major,135,Nemuresareta Line,,,,2023,Anime,
000830,,D Major,78,Hana no Youni,,,,2023,Anime,
000831,"Intro, Intro Drop, Verse, Chorus","F Major, G Major, F Major, G Major","96, 96, 96, 96",Rat a Tat!!!,,,,2023,Anime,
000832,,E Major,92,STAY FREE,,,,2023,Anime,
000833,"Verse, Chorus","A# Major, C Major","85, 85",Beyond,,,,2023,Anime,
000834,,D# Major,75,RAYTRACER,,,,2023,Anime,
000835,,C# Major,133,Sugar Doughnuts,,,,2023,Anime,
000836,"Verse, Prechorus, Chorus","A Major, B Major, D Major","105, 105, 105",Surprise,,,Summer,2023,Anime,
000837,,D Major,75,Soul Galaxy,,,,2023,Anime,
000838,"Verse, Chorus","C# Major, D Major","125, 125",Anata no Soba ni,,,,2023,Anime,
000839,,F Major,72.5,REALIZE,,,,2023,Anime,
000840,"Verse, Prechorus, Chorus","E Major, E Major, E Major","115, 76.66, 115",HELP,,,,2023,Anime,
000841,,G Major,129,...and Rescue Me,,,,2023,Anime,
000842,,C Major,111,Prove,,,,2023,Anime,
000843,,G# Major,108,slash,,,,2023,Anime,
000844,"Verse, Chorus","C# Major, A# Major","78.5, 78.5",Down Timer,,,,2023,Anime,
000845,,A Major,102.5,Hare Nochi Hallelujah,,,,2023,Anime,
000846,"Verse, Prechorus, Chorus","G# Major, B Major, F# Major","76, 76, 76",alexithymiaspare,,TK from Ling tosite sigure,,2023,Anime,
000847,,G Major,82,Love You Tender,,,,2023,Anime,
000848,,G# Major,87.5,Kimi to no Mirai,,,,2023,Anime,
000849,,F Major,126,Accelerate,,,,2023,Anime,
000850,"Intro 1, Intro 2, Verse, Chorus","A# Major, G Major, C Major, D Major","81.5, 81.5, 81.5, 81.5",Unknown no Shikisai,,,,2023,Anime,
000851,,F Major,81.5,Believe it leap,,,,2023,Anime,
000852,"Verse, Chorus","C Major, D# Major","88.75, 88.75",Red Liberation,,,,2023,Anime,
000853,,B Major,90,Knock Out,,,,2023,Anime,
000854,,B Major,105,MAGICAL DESTROY,,,,2023,Anime,
000855,,F Major,75,Mephisto,,,,2023,Anime,
000856,,G Major,95,1000-nen Ai,,,,2023,Anime,
000857,,C# Major,105,WORK,,,,2023,Anime,
000858,,G Major,70.5,DAY1,,,,2023,Anime,
000859,,G# Major,92,Kurae! Telepathy,,,,2023,Anime,
000860,"Intro, Verse, Chorus","F# Major, E Major, F# Major","96, 96, 96",Daidaidaidai Daisuki na Kimi e,,,,2023,Anime,
000861,,G Major,86,RAYS,,,,2023,Anime,
000862,,F# Major,85,Koisekai,,,,2023,Anime,
000863,,A Major,84.5,Song of the Dead,,,,2023,Anime,
000864,,C# Major,103,Kien Romance,,,,2023,Anime,
000865,"Verse, Prechorus, Chorus","G Major, A# Major, G Major","86, 86, 86",Gyakuten geki,,,,2023,Anime,
000866,,C# Major,124,HYSTERIC CARAVAN,,,,2023,Anime,
000867,,E Major,95,Koi! Koi! Koi!,,,,2023,Anime,
000868,,F Major,97,SEIEN,,,,2023,Anime,
000869,,E Major,94,Gekkouyoku,,,,2023,Anime,
000870,,A# Major,96,Warauna!,,,,2023,Anime,
000871,"Verse, Prechorus, Chorus","A# Major, C Major, A# Major","70, 70, 70",Itsu Aetara,,,,2023,Anime,
000872,"Intro, Verse, Chorus","E Major, C# Major, E Major","115, 115, 115",ikenai fool logic,,,,2023,Anime,
000873,,F# Major,72.5,Gradation,,,,2023,Anime,
000874,"Verse, Chorus","C Major, C# Major","79, 79",I Wanna Muchuu,,,,2023,Anime,
000875,,C Major,97.5,Sen,,,,2023,Anime,
000876,"Intro, Verse A, Verse B, Prechorus A, Prechorus B, Chorus","D Major, D Major, F# Major, F# Major, F# Major, F Major","104, 104, 105, 105, 103, 105.5",Soshite minna no,,,,2023,Anime,
000877,"Intro, Verse, Chorus","F Major, D Major, F Major","82.5, 82.5, 82.5",RECONNECTION,,,,2023,Anime,
000878,,E Major,120,my star,,,,2023,Anime,
000879,,E Major,70,The Beast,,,,2023,Anime,
000880,"Verse, Chorus","G# Major, F Major","87.5, 87.5",The story so far,,,,2023,Anime,
000881,,D# Major,85,HONEY,,,,2023,Anime,
000882,"Verse, Prechorus, Chorus","A Major, C Major, A Major","93, 93, 93",mirAI wave!,,,,2023,Anime,
000883,,A Major,75.5,RUDE LOSE DANCE,,,,2023,Anime,
000884,"Verse, Chorus","C Major, D Major","87, 87",Glorious World,,,,2023,Anime,
000885,,F# Major,92.5,SURVIVE,,,,2023,Anime,
000886,,D# Major,116,plan,,,,2023,Anime,
000887,,E Major,90,Kitakaze,,,,2023,Anime,
000888,,C# Major,100,Todome no Ichigeki,,,,2023,Anime,
000889,,F# Major,82.5,STARS,,,,2023,Anime,
000890,"Verse, Chorus","F Major, C Major","83.5, 83.5",PLANETARIA,,,,2023,Anime,
000891,,G# Major,72.5,Usotsuki,,,,2023,Anime,
000892,"Verse, Chorus","C Major, D# Major","87, 87",Runaway World,,fhana,,2023,Anime,
000893,"Verse, Prechorus, Chorus","C Major, D# Major, C Major","92.5, 92.5, 92.5",RAISE INSIGHT,,,,2023,Anime,
000894,"Verse, Chorus","D# Major, D# Major","71.5, 72",White Noise,,,,2023,Anime,
000895,"Intro, Verse, Chorus","A Major, C Major, A Major","80.5, 80.5, 80.5",Winner Win!,,,Spring,2023,Anime,
000896,,B Major,95,Action,,,,2023,Anime,
000897,,F# Major,93,Nero,,,,2023,Anime,
000898,"Intro, Verse, Chorus","G Major, G Major, G Major","100, 120, 128",As One,,,,2023,Anime,
000899,,C# Major,98.5,ROAR,,,,2023,Anime,
000900,,F Major,82,New frame,,,,2023,Anime,
000901,,F# Major,94,ENDLESS LABYRINTH,,,,2023,Anime,
000902,,C Major,105,Say My Name,,,,2023,Anime,
000903,,B Major,132,The Peak,,,,2023,Anime,
000904,,E Major,81.5,Gotoubun no Mirai,,,,2023,Anime,
000905,,G# Major,90,Break Together,,,,2023,Anime,
000906,,F# Major,84,Ashita no Katachi,,,,2023,Anime,
000907,,G Major,124,Wasuregataki,,,,2023,Anime,
000908,,C Major,95,grayscale dominator,,,,2023,Anime,
000909,,D# Major,80,Shikou,,,,2023,Anime,
000910,,D Major,88,River,,,,2023,Anime,
000911,,A Major,99,Glorious Moment,,,,2023,Anime,
000912,"Verse, Chorus","A# Major, C Major","75, 75",SHINY,,,,2023,Anime,
000913,,E Major,116,Gift (Myuk),,,,2023,Anime,
000914,,F Major,119,Raise,,,,2023,Anime,
000915,,A# Major,71,LOVE NO HATE,,,,2023,Anime,
000916,,B Major,130,I wish,,,,2023,Anime,
000917,,A Major,92.5,Collection,,,,2023,Anime,
000918,,G Major,86.5,Brand new day,,,,2023,Anime,
000919,,C# Major,105,Luck Life – ℃,,,,2023,Anime,
000920,"Verse, Chorus","B Major, D Major","91.5, 91.5",Ta ga Tame,,,,2023,Anime,
000921,,C# Major,84,Luck Life - Shirushi,,,,2023,Anime,
000922,"Intro, Verse, Chorus, Verse 2","G Major, A# Major, D# Major, D# Major","133, 133, 133, 133",SHOCK!,,Ayase,,2023,Anime,
000923,,F# Major,102,Hitoshizuku,,,,2023,Anime,
000924,"Verse, Chorus","F# Major, F Major","98, 98",Megamorfoze,,,,2023,Anime,
000925,"Verse, Prechorus, Chorus","C# Major, G Major, C# Major","92.5, 92.5, 92.5",Dokimeki Diary,,,,2023,Anime,
000926,,B Major,94,CHANGEMAKER,,,,2023,Anime,
000927,,E Major,132,TOMBI,,,,2023,Anime,
000928,,F# Major,93.23,Rakuen,,,,2023,Anime,
000929,,C# Major,95,Natsuake,,,,2023,Anime,
000930,"Verse, Chorus","D Major, G Major","78, 78","Kono Tate ni, Kakuremasu.",,,,2023,Anime,
000931,,G Major,102.5,Kyuuseishu,,,,2023,Anime,
000932,,D Major,107,Starting Over,,,,2023,Anime,
000933,"Intro, Verse A, Verse B, Prechorus, Chorus","G Major, D# Major, E Major, A Major, B Major","98.5, 98.5, 98.5, 98.5, 98.5",Black Crack,,,Fall,2023,Anime,
000934,,E Major,130,Dramatic ja Nakute,,,,2023,Anime,
000935,,D Major,130,THE LONELIEST,,,,2023,Anime,
000936,,C Major,139,Unite up!,,,,2023,Anime,
000937,,A# Major,95,Continue Distortion,,,,2023,Anime,
000938,,D# Major,122,spiral,,,,2023,Anime,
000939,,D# Major,118,Wanna Be Star!,,,,2023,Anime,
000940,,A# Major,90,ZERO ICHI,,,,2023,Anime,
000941,,E Major,138,Quiet explosion,,,,2023,Anime,
000942,,A# Major,89,Ibitsu no Kotoba,,,,2023,Anime,
000943,,D# Major,75.5,Tokimeki,,,,2023,Anime,
000944,"Verse, Chorus","C Major, F# Major","71, 71",un_mute,,,,2023,Anime,
000945,,F Major,77.5,Gyakkyou Fuwaku,,,,2023,Anime,
000946,,E Major,120,Tonari Awase,,,,2023,Anime,
000947,,D Major,80,RISE UP,,,,2023,Anime,
000948,,E Major,82.5,Neppu wa Rutensuru,,,,2023,Anime,
000949,"Verse, Prechorus, Chorus","F Major, D# Major, F# Major","89.5, 89.5, 89.5",Reset Life?,,,,2023,Anime,
000950,,E Major,102,Bleed My Heart,,,,2023,Anime,
000951,"Verse, Prechorus, Chorus","F Major, D Major, D# Major","106, 106, 106",Dear,,,,2023,Anime,
000952,,G Major,128,Flower Ring,,,,2023,Anime,
000953,,D Major,89.5,Bokura wa Genius,,,,2023,Anime,
000954,,F# Major,72,Setsugetsu Fuuka,,,,2023,Anime,
000955,,D Major,97,Shiny Girl,,,,2023,Anime,
000956,,C# Major,130,more than words,,,,2023,Anime,
000957,,G Major,92,Ayakashi,,,,2023,Anime,
000958,,D Major,130,Arc-en-ciel,,,,2023,Anime,
000959,"Verse, Chorus, Verse 2, Last Chorus","B Major, C Major, C# Major, C# Major","83, 83, 83, 83",IDOL,Oshi no Ko,YOASOBI,Spring,2023,Anime,
000960,"Verse, Chorus","B Major, A Major","81, 81",Golden Ray,,,Summer,2023,Anime,
000961,"Verse, Chorus","B Major, C# Major","71.5, 71.5",Tailwind,,katagiri,Fall,2023,Anime,
000962,"Verse, Chorus, Verse 2","D# Major, A# Major, G Major","80, 80, 80",Here is,,,,2023,Anime,
000963,,A# Major,130,Ambivalent,,,,2024,Anime,
000964,,D Major,86,Sound of Snow,,,,2024,Anime,
000965,,F Major,73,My Dear SiSTARS!,,,,2024,Anime,
000966,"Intro, Verse, Chorus A, Chorus B","D# Major, F# Major, D# Major, A Major","87, 87, 87, 87",Let's Duel!!,,,,2024,Anime,
000967,,D Major,105,routine life,,,,2024,Anime,
000968,"Verse, Prechorus, Chorus","F Major, A# Major, F Major","113, 113, 113",LEveL,,,,2024,Anime,
000969,"Verse, Prechorus, Chorus, Verse 2 A, Verse 2 B","G Major, B Major, A Major, G Major, A Major","86, 86, 86, 86, 86",MISSION,,,,2024,Anime,
000970,,D Major,112,Obake Himawari,,,,2024,Anime,
000971,"Verse, Chorus","G Major, A Major","91, 91",Love Call,,,,2024,Anime,
000972,,C Major,96.5,Aire,,,,2024,Anime,
000973,,C# Major,127,Sleep Walking Orch,,,,2024,Anime,
000974,,G# Major,110.5,Absolute Zero,,,,2024,Anime,
000975,,D# Major,70.5,Rekka,,,,2024,Anime,
000976,,F Major,139,Namara Menkoi Girl,,,,2024,Anime,
000977,,G Major,109,ROUGE,,,,2024,Anime,
000978,,G Major,70,LOVE OR HATE?,,,,2024,Anime,
000979,"Verse, Prechorus, Chorus","F Major, G Major, F Major","81.5, 81.5, 81.5",Omokage,,,,2024,Anime,
000980,,F# Major,102.5,Kirifuda,,,,2024,Anime,
000981,"Verse, Prechorus, Chorus","F# Major, C Major, C Major","138, 138, 138",Ta ga Tame,,TK from Ling tosite sigure,,2024,Anime,
000982,,C# Major,74.5,Whatever Happens,,,,2024,Anime,
000983,"Verse, Chorus","F# Major, E Major","130, 130",Futatsu no Kotoba,,,,2024,Anime,
000984,,E Major,98,Yume no Ito,,,,2024,Anime,
000985,"Verse, Chorus","C# Major, F# Major","83, 83",Paradoxes,,,,2024,Anime,
000986,,A Major,123,IVE - WILL,,,,2024,Anime,
000987,,F Major,88,Shura ni Otoshite,,,,2024,Anime,
000988,"Verse A, Verse B, Verse C","D Major, D# Major, E Major","90, 90, 90",GA-TAN GO-TON,,,,2024,Anime,
000989,,G Major,98.5,Brave,,,,2024,Anime,
000990,"Verse, Chorus","E Major, C# Major","101, 101",Akaku Somete S,,,,2024,Anime,
000991,,C Major,80,OEDOEDO,,,,2024,Anime,
000992,,F Major,91,The Parade of Battler,,,,2024,Anime,
000993,,F Major,134,Raiou,,,,2024,Anime,
000994,,G# Major,103,Danger Danger,,,,2024,Anime,
000995,"Verse, Chorus, Last Chorus","F Major, E Major, F# Major","132, 132, 132",Cinematic Parade,,,,2024,Anime,
000996,"Verse, Chorus","A# Major, C Major","71, 71",Fantasista,,,,2024,Anime,
000997,,C# Major,84,Kimiiro no Kiseki,,,,2024,Anime,
000998,,C# Major,86,FLY,,,,2024,Anime,
000999,,D# Major,72,Hikarakka,,,,2024,Anime,
001000,,G Major,92,Baby love! Baby,,,,2024,Anime,
001001,,E Major,97,On the Frontline,,,,2024,Anime,
001002,,F Major,98,Blue Days,,,,2024,Anime,
001003,,D Major,94,poi,,,,2024,Anime,
001004,"Intro 1, Intro 2, Intro Drop, Verse A, Verse B, Prechorus, Chorus","D Major, G Major, G Major, G Major, A# Major, A# Major, G Major","73, 73, 73, 73, 73, 73, 73",Minor Piece,,ZAQ,,2024,Anime,
001005,"Verse, Prechorus A, Prechorus B, Chorus","A# Major, A# Major, D# Major, C Major","80, 80, 80, 80",Jikai Yokoku,,Tatsuya Kitani,Summer,2024,Anime,
001006,"Verse, Chorus, Last Chorus","C# Major, C# Major, D Major","70, 70, 70",Do or Die,,,,2024,Anime,
001007,,D# Major,71,Killer Bars,,,,2024,Anime,
001008,,G Major,94.5,Habatake,,,,2024,Anime,
001009,,C# Major,71,Otowa,,,,2024,Anime,
001010,,C Major,78.5,Bling-Bang-Bang-B,,,,2024,Anime,
001011,,C Major,104,Sugar Blood Kiss,,,,2024,Anime,
001012,"Verse, Chorus","F# Major, A Major","73, 73",Unmei,,sumika,,2024,Anime,
001013,,G# Major,72,FUN FUN Wonderful,,,,2024,Anime,
001014,,D Major,90,Super ultra I love you,,,,2024,Anime,
001015,"Verse, Chorus","C Major, D Major","122, 122",Laid Back Journey,,,,2024,Anime,
001016,,B Major,107.5,cure,,,,2024,Anime,
001017,,G Major,88,Follow your arrows,,,,2024,Anime,
001018,"Verse, Chorus","B Major, D# Major","128, 128",Over Scientific!,,,,2024,Anime,
001019,"Verse, Chorus","E Major, F# Major","81.5, 81.5",Kyunrious,,,,2024,Anime,
001020,,G# Major,85,Lover's Eye,,,,2024,Anime,
001021,,G# Major,102,Unbeatable,,,,2024,Anime,
001022,,C# Major,86,Kimi no Sei,,,,2024,Anime,
001023,,A# Major,78,Hazard Symbol,,,,2024,Anime,
001024,,F# Major,85.5,Promenade,,,,2024,Anime,
001025,"Verse, Chorus","A# Major, C# Major","72.5, 72.5",Another Birthday,,,,2024,Anime,
001026,,A Major,93,mutual love,,,,2024,Anime,
001027,"Verse, Chorus","D# Major, F# Major","86, 86",EVOLVE,,,,2024,Anime,
001028,,D Major,82.5,Ponpopopon,,,,2024,Anime,
001029,"Verse, Chorus A, Chorus B","G# Major, F Major, G# Major","83.33, 83.33, 83.33",Tabi no Yukue,,,,2024,Anime,
001030,"Verse, Chorus A, Chorus B","F Major, F# Major, G# Major","137, 137, 137",By My Darling,,,,2024,Anime,
001031,,G Major,132,Into the Fire,,,,2024,Anime,
001032,,D Major,90,I Am...,,,,2024,Anime,
001033,,G# Major,96,Hajimete wa zenbu,,,,2024,Anime,
001034,,D Major,102,Haru,,,,2024,Anime,
001035,,G# Major,115,Abyss,,,,2024,Anime,
001036,"Verse, Prechorus, Chorus A, Chorus B","A# Major, G Major, A# Major, B Major","75, 75, 75, 75",Lilac,Oblivion Battery,Mrs. GREEN APPLE,Summer,2024,Anime,
001037,,G# Major,75,Uraomote Aquarium,,,,2024,Anime,
001038,"Verse, Chorus","C# Major, D# Major","90, 90",Wakaranai Ai,,,,2024,Anime,
001039,,F# Major,90,Upside down Magic,,,,2024,Anime,
001040,,C# Major,74,Now On Air,,,,2024,Anime,
001041,"Verse, Chorus","F# Major, G# Major","70.5, 70.5",ReCoda,,,,2024,Anime,
001042,"Verse, Prechorus, Chorus","A# Major, C# Major, E Major","87, 87, 87",Daitan,,,,2024,Anime,
001043,,G Major,91,Windshifter,,,,2024,Anime,
001044,,D Major,102.5,Utopia,,,,2024,Anime,
001045,,D# Major,105,TOKUMEI-KIBOU,,,,2024,Anime,
001046,,G Major,91,Uuuuus!,,,,2024,Anime,
001047,"Intro, Verse, Chorus","G Major, G Major, D Major","72, 108, 108",Yobigoe,,,,2024,Anime,
001048,"Intro, Verse, Chorus, Bridge","G Major, A# Major, C# Major, G Major","100, 100, 100, 100",PEACEKEEPER,,STEREO DIVE FOUNDATION,Summer,2024,Anime,
001049,,A# Major,95.5,Irodori,,,,2024,Anime,
001050,,B Major,86,Cotton Days,,,,2024,Anime,
001051,,F# Major,118,Eye's Sentry,,,,2024,Anime,
001052,"Verse, Chorus, Last Chorus","C Major, C Major, C# Major","123, 123, 123",Professionalism,,,,2024,Anime,
001053,"Verse, Chorus","C# Major, D# Major","135, 135",MUGEN,,,,2024,Anime,
001054,"Verse, Chorus","A# Major, C# Major","88, 88",Maou,,"BURNOUT SYNDROMES, Nao Toyama",,2024,Anime,
001055,,F Major,95,Growing Up,,,,2024,Anime,
001056,"Intro, Verse, Chorus","A# Major, G# Major, A# Major","126, 126, 126",believer,,,,2024,Anime,
001057,,A# Major,116,Hate no Nai Tabi,,,,2024,Anime,
001058,"Verse, Chorus","E Major, G Major","75, 75",NewGame,,,,2024,Anime,
001059,,G Major,85.44,"Zattou, Bokura",,,,2024,Anime,
001060,,D Major,86,Turn the World,,,,2024,Anime,
001061,"Verse, Chorus","A Major, B Major","98.5, 98.5",Reversal,,,,2024,Anime,
001062,,G# Major,96,Shouted Serenade,,,,2024,Anime,
001063,"Intro, Verse, Chorus A, Chorus B","G# Major, D# Major, F# Major, G# Major","102, 102, 102, 102",Sekai wo Inuite,,Sou,,2024,Anime,
001064,,D Major,85,Zenryoku Joshi,,,,2024,Anime,
001065,,G Major,75,Hohoemi no Oto,,,,2024,Anime,
001066,,C Major,91.5,Heart,,,,2024,Anime,
001067,,D Major,75,Gifu ni ted,,,,2024,Anime,
001068,,G Major,125,Stardust Memory,,,,2024,Anime,
001069,,E Major,133,IMMORTAL,,,,2024,Anime,
001070,,G Major,87,Wonderful Precure!,,,,2024,Anime,
001071,"Verse, Chorus","F Major, D# Major","70, 70",ADRENALIZED,,,,2024,Anime,
001072,,F Major,89.5,My dream girls,,,,2024,Anime,
001073,"Verse, Prechorus A, Prechorus B, Chorus, Last Chorus","D# Major, D# Major, F# Major, F# Major, G Major","88, 88, 88, 88, 88",Ai for you!,,,,2024,Anime,
001074,,G Major,87.5,Easy Hard Shikashite,,,,2024,Anime,
001075,,D Major,100,Orange,,,,2024,Anime,
001076,,D# Major,72.5,Douka,,,,2024,Anime,
001077,,A Major,86,Hoozuki,,,,2024,Anime,
001078,"Intro, Verse, Prechorus, Chorus","G Major, G Major, G Major, G Major","106.66, 106.66, 80, 80",HIBANA,,,,2024,Anime,
001079,,B Major,100,soumonka,,,,2024,Anime,
001080,"Verse, Chorus, Last Chorus","C# Major, C# Major, D Major","129, 129, 129",Unmei-chan,,,,2024,Anime,
001081,"Intro, Verse, Prechorus, Chorus, Verse 2 A, Verse 2 B, Verse 2 C, Prechorus 2","D Major, F Major, F Major, D Major, F Major, B Major, D# Major, C Major","100, 100, 100, 100, 100, 100, 100, 100",Lock-On,,,,2024,Anime,
001082,,G Major,110.5,Kanousei Liberation,,,,2024,Anime,
001083,,G Major,74.5,Bang Bang with Braven,,,,2024,Anime,
001084,,F# Major,72,Water Carrier,,,,2024,Anime,
001085,,D Major,89,Showdown,,,,2024,Anime,
001086,,G Major,120,IVORY TOWER,,,,2024,Anime,
001087,,G Major,82,Time Paradox,,,,2024,Anime,
001088,,A Major,110,Your Key,,,,2024,Anime,
001089,,F Major,133,Sesame,,,,2024,Anime,
001090,"Verse, Chorus A, Chorus B","A# Major, A# Major, G Major","87.5, 87.5, 87.5",Senkou Hayabusa,,,,2024,Anime,
001091,"Verse, Chorus","D Major, E Major","112, 112",Kimi ga Ojii-chan,,,,2024,Anime,
001092,"Verse, Chorus","C# Major, E Major","113, 113",Seishun no Archive,,,,2024,Anime,
001093,,D Major,92.5,Go Exceed!!,,,,,Anime,
001094,,D Major,129.15,Change The World,,,,,Anime,
001095,,E Major,95,In My World,,,,,Anime,
001096,,F Major,102,Black Swallowtail,,,,,Anime,
001097,,G Major,121,Shadow and Truth,,,,,Anime,
001098,,D# Major,100,WataMote!,,,,,Anime,
001099,"Intro, Verse, Chorus","A Major, G Major, A Major","123, 123, 123",Regeneration,,,,,Anime,
001100,"Verse A, Verse B, Prechorus, Chorus","D Major, F Major, D Major, F Major","94, 94, 94, 94",Uso no Hibana,,,,,Anime,
001101,,G Major,130,Contradiction,God of High School,,,2020,Anime,
001102,,G Major,100,Sore wa Akatsuki no,,,,,Anime,
001103,"Intro, Intro Drop, Verse, Chorus, Bridge","F Major, G Major, G Major, D Major, D Major","100, 100, 100, 100, 100",Black Catcher,,,,,Anime,
001104,,E Major,88.5,Secret Story,,,,,Anime,
001105,,D Major,114,Utatane Sunshine,,,,,Anime,
001106,,F Major,135,Fuyunohanashi,,,,,Anime,
001107,,F Major,90,Liar Mask,,,,,Anime,
001108,,G Major,98,Koi de Ai De Boukun,,,,,Anime,
001109,,A# Major,135,Gunjo,,,,,Anime,
001110,,D# Major,94.5,Datte Atashino Hero,,,,,Anime,
001111,,D# Major,137.5,1st Love Story,,,,,Anime,
001112,"Verse, Chorus","E Major, G Major","93, 93",Amegafurukara Nijigadeiru,,,,,Anime,
001113,,D# Major,95,Redo,,,,,Anime,
001114,,G Major,130,Sekai Ochiteiru,,,,,Anime,
001115,"Intro, Verse, Chorus","F# Major, D# Major, D# Major","90, 90, 90","Dakara, Hitori ja Nai",,,,,Anime,
001116,,D Major,91.5,Silhouette,,,,,Anime,
001117,,G# Major,92,Kyoukai no Kanata,,,,,Anime,
001118,,F# Major,102,Black Rover,,,,,Anime,
001119,,F Major,131,Tokyo Winter Session,,,,,Anime,
001120,"Verse, Chorus","G Major, A Major","123, 123",Fiction,,,,,Anime,
001121,,D Major,95,Onaji Sora no Shita,,,,,Anime,
001122,,G Major,95,Highschool of the D,,,,,Anime,
001123,"Verse, Chorus","A# Major, C# Major","127, 127",X.U.,Seraph of the End,,,,Anime,
001124,,F# Major,132,Make My Story,,,,,Anime,
001125,,B Major,92,Dadada,,,,,Anime,
001126,,F Major,89.5,crossing field,,,,,Anime,
001127,,D# Major,128.3,A Cruel Angel's Thesis,,,,,Anime,
001128,"Verse, Chorus, Verse 2, Chorus 2","F Major, F Major, G# Major, F Major","132, 132, 132, 132",Red Swan,,,,,Anime,
001129,"Verse, Chorus","C# Major, D Major","126, 126",Papapa,,,,,Anime,
001130,"Verse, Chorus","D Major, E Major","100, 100",Vital,,,,,Anime,
